facility,category,temperature,gas_ppm,noise_db,radiation,heart_rate,fatigue,hour
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.9,0.2953,109.9,16.7,3.0
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,79.5,0.288,108.9,20.4,3.07
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,77.5,0.2874,107.9,12.9,3.15
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,80.1,0.2962,104.9,13.0,3.22
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.8,0.286,112.1,9.2,3.3
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.5,0.2882,103.8,16.2,3.38
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.9,0.2881,108.3,13.4,3.45
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,79.2,0.2876,110.9,13.1,3.53
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,80.8,0.2928,108.2,20.3,3.6
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.3,0.2867,108.4,17.0,3.68
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.7,0.274,108.2,16.5,3.75
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,77.7,0.2808,107.4,15.5,3.82
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,79.0,0.2794,110.7,15.6,3.9
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,77.6,0.2903,110.2,19.9,3.97
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,75.8,0.2841,108.3,23.7,4.05
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.2,0.2851,107.4,18.1,4.12
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,78.8,0.2804,107.2,20.6,4.2
Cytotoxic Drug Lab,Pharmaceutical,92.0,0.0,79.2,0.2832,108.1,19.9,4.28
Cytotoxic Drug Lab,Pharmaceutical,92.0,4.8,79.0,0.2751,106.0,17.6,4.35
Cytotoxic Drug Lab,Pharmaceutical,87.7,3.2,77.6,0.2795,105.0,20.4,4.43
Cytotoxic Drug Lab,Pharmaceutical,86.5,6.8,77.6,0.2824,106.8,19.7,4.5
Cytotoxic Drug Lab,Pharmaceutical,82.8,11.2,76.5,0.275,110.5,16.7,4.57
Cytotoxic Drug Lab,Pharmaceutical,83.6,17.5,76.0,0.2777,110.6,22.3,4.65
Cytotoxic Drug Lab,Pharmaceutical,81.2,23.0,77.5,0.2778,103.9,24.4,4.72
Cytotoxic Drug Lab,Pharmaceutical,79.2,24.6,78.1,0.2725,108.6,25.7,4.8
Cytotoxic Drug Lab,Pharmaceutical,77.7,28.6,77.6,0.2647,107.9,21.5,4.88
Cytotoxic Drug Lab,Pharmaceutical,75.8,34.8,76.5,0.2726,108.0,22.5,4.95
Cytotoxic Drug Lab,Pharmaceutical,73.1,43.6,74.8,0.2872,108.9,23.3,5.03
Cytotoxic Drug Lab,Pharmaceutical,72.8,39.2,77.0,0.275,109.2,21.3,5.1
Cytotoxic Drug Lab,Pharmaceutical,68.5,45.7,76.3,0.2859,105.9,26.1,5.18
Cytotoxic Drug Lab,Pharmaceutical,67.8,57.3,76.7,0.2768,105.1,24.5,5.25
Cytotoxic Drug Lab,Pharmaceutical,65.5,56.9,75.1,0.2672,105.2,30.2,5.32
Cytotoxic Drug Lab,Pharmaceutical,61.9,57.6,74.1,0.276,104.4,25.9,5.4
Cytotoxic Drug Lab,Pharmaceutical,61.3,60.7,75.8,0.2649,105.9,26.3,5.47
Cytotoxic Drug Lab,Pharmaceutical,58.8,63.7,74.4,0.2709,107.4,26.5,5.55
Cytotoxic Drug Lab,Pharmaceutical,55.8,69.2,72.9,0.2796,105.3,27.8,5.62
Cytotoxic Drug Lab,Pharmaceutical,55.1,77.6,75.2,0.2786,103.9,31.6,5.7
Cytotoxic Drug Lab,Pharmaceutical,50.2,78.3,75.8,0.2688,106.0,29.9,5.78
Cytotoxic Drug Lab,Pharmaceutical,48.6,76.3,75.2,0.2765,107.6,26.9,5.85
Cytotoxic Drug Lab,Pharmaceutical,47.1,84.4,73.8,0.2778,104.4,29.6,5.93
Cytotoxic Drug Lab,Pharmaceutical,42.6,81.6,72.2,0.2741,105.2,28.1,6.0
Cytotoxic Drug Lab,Pharmaceutical,41.7,79.7,74.3,0.27,102.0,31.2,6.07
Cytotoxic Drug Lab,Pharmaceutical,39.1,81.5,74.2,0.2629,106.3,27.0,6.15
Cytotoxic Drug Lab,Pharmaceutical,36.2,84.4,71.6,0.2616,102.8,29.6,6.23
Cytotoxic Drug Lab,Pharmaceutical,35.1,78.7,71.1,0.258,107.1,29.2,6.3
Cytotoxic Drug Lab,Pharmaceutical,32.2,84.2,74.4,0.2742,105.5,31.6,6.38
Cytotoxic Drug Lab,Pharmaceutical,29.3,81.9,71.7,0.268,106.1,30.8,6.45
Cytotoxic Drug Lab,Pharmaceutical,29.0,88.1,73.3,0.255,103.6,30.3,6.52
Cytotoxic Drug Lab,Pharmaceutical,25.7,76.7,71.7,0.2679,108.3,30.9,6.6
Cytotoxic Drug Lab,Pharmaceutical,22.2,77.4,75.6,0.2563,103.8,27.2,6.68
Cytotoxic Drug Lab,Pharmaceutical,24.3,76.9,73.4,0.2633,108.7,32.2,6.75
Cytotoxic Drug Lab,Pharmaceutical,19.2,74.0,72.0,0.2523,105.2,31.3,6.82
Cytotoxic Drug Lab,Pharmaceutical,18.0,73.7,72.4,0.2657,101.4,32.9,6.9
Cytotoxic Drug Lab,Pharmaceutical,18.0,68.0,72.5,0.2656,100.3,31.4,6.98
Cytotoxic Drug Lab,Pharmaceutical,18.0,64.9,71.6,0.2691,101.7,31.9,7.05
Cytotoxic Drug Lab,Pharmaceutical,18.0,64.8,71.8,0.2644,101.3,31.2,7.12
Cytotoxic Drug Lab,Pharmaceutical,18.0,60.7,73.5,0.2506,101.9,30.7,7.2
Cytotoxic Drug Lab,Pharmaceutical,18.0,58.6,70.3,0.2649,102.9,31.7,7.27
Cytotoxic Drug Lab,Pharmaceutical,18.0,47.4,70.9,0.261,102.7,32.2,7.35
Cytotoxic Drug Lab,Pharmaceutical,18.0,51.4,71.4,0.2651,103.8,32.3,7.43
Cytotoxic Drug Lab,Pharmaceutical,18.0,48.2,70.1,0.2566,103.4,30.7,7.5
Cytotoxic Drug Lab,Pharmaceutical,18.0,41.6,70.1,0.2564,102.9,28.6,7.57
Cytotoxic Drug Lab,Pharmaceutical,18.0,35.7,68.5,0.2626,103.1,32.3,7.65
Cytotoxic Drug Lab,Pharmaceutical,18.0,33.7,70.7,0.2553,102.9,32.0,7.73
Cytotoxic Drug Lab,Pharmaceutical,18.0,28.6,72.2,0.2575,93.9,33.5,7.8
Cytotoxic Drug Lab,Pharmaceutical,18.0,18.5,70.6,0.2549,104.1,27.5,7.88
Cytotoxic Drug Lab,Pharmaceutical,18.0,12.9,71.9,0.2482,103.9,31.9,7.95
Cytotoxic Drug Lab,Pharmaceutical,18.0,16.1,69.8,0.2521,99.4,26.2,8.02
Cytotoxic Drug Lab,Pharmaceutical,18.0,9.0,72.6,0.2537,102.4,32.4,8.1
Cytotoxic Drug Lab,Pharmaceutical,18.0,8.9,71.2,0.2598,100.2,32.4,8.18
Cytotoxic Drug Lab,Pharmaceutical,18.0,3.9,67.7,0.2546,102.5,28.6,8.25
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,69.9,0.2559,102.0,30.4,8.32
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,69.0,0.2567,99.1,32.7,8.4
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,68.9,0.2577,101.9,29.9,8.48
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,68.0,0.2568,100.5,31.0,8.55
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,69.0,0.252,98.1,32.4,8.62
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,73.0,0.2519,97.0,32.0,8.7
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,70.0,0.2534,104.4,29.2,8.77
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,68.2,0.2621,103.7,31.1,8.85
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,67.8,0.2504,101.2,32.9,8.93
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,68.2,0.2498,103.0,34.3,9.0
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,67.0,0.2571,99.5,34.4,9.07
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,68.7,0.2478,102.9,32.1,9.15
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,74.1,0.2601,101.5,32.6,9.23
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,69.2,0.2621,104.8,31.5,9.3
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,68.1,0.2638,101.1,33.0,9.38
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,70.2,0.25,103.1,35.5,9.45
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,67.3,0.2565,101.0,33.6,9.52
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,68.9,0.2608,103.9,34.1,9.6
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,72.4,0.2549,106.0,34.1,9.68
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,67.9,0.2588,102.0,36.4,9.75
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,71.5,0.2614,102.2,37.6,9.82
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,68.6,0.2664,100.4,31.6,9.9
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,69.9,0.2577,103.5,31.1,9.98
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,71.7,0.2523,104.3,41.1,10.05
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,70.0,0.2622,103.2,36.6,10.12
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,68.5,0.2636,102.1,36.1,10.2
Cytotoxic Drug Lab,Pharmaceutical,18.0,0.0,71.0,0.2589,103.5,35.3,10.27
Cytotoxic Drug Lab,Pharmaceutical,18.0,2.9,70.7,0.2724,103.6,37.0,10.35
Cytotoxic Drug Lab,Pharmaceutical,18.0,1.0,71.4,0.2485,102.5,40.4,10.43
Cytotoxic Drug Lab,Pharmaceutical,18.0,7.6,72.4,0.2583,103.0,35.0,10.5
Cytotoxic Drug Lab,Pharmaceutical,18.0,13.6,71.0,0.2586,100.4,37.3,10.57
Cytotoxic Drug Lab,Pharmaceutical,18.0,17.7,70.4,0.2583,102.7,42.2,10.65
Cytotoxic Drug Lab,Pharmaceutical,18.0,29.5,71.4,0.2583,108.3,38.9,10.73
Cytotoxic Drug Lab,Pharmaceutical,18.0,29.3,72.5,0.26,104.4,43.1,10.8
Cytotoxic Drug Lab,Pharmaceutical,18.0,31.5,70.4,0.2609,104.1,40.3,10.88
Cytotoxic Drug Lab,Pharmaceutical,18.0,36.4,71.4,0.2604,102.9,42.9,10.95
Cytotoxic Drug Lab,Pharmaceutical,18.0,40.1,71.8,0.255,99.7,42.3,11.02
Cytotoxic Drug Lab,Pharmaceutical,20.2,44.5,73.7,0.2699,105.7,45.1,11.1
Cytotoxic Drug Lab,Pharmaceutical,21.6,51.4,71.3,0.2564,103.1,44.4,11.18
Cytotoxic Drug Lab,Pharmaceutical,21.3,52.7,70.5,0.2607,101.4,47.4,11.25
Cytotoxic Drug Lab,Pharmaceutical,25.9,54.4,73.3,0.2569,103.9,43.6,11.32
Cytotoxic Drug Lab,Pharmaceutical,29.4,64.0,69.5,0.2598,102.0,43.4,11.4
Cytotoxic Drug Lab,Pharmaceutical,28.6,61.6,70.1,0.2728,104.5,44.5,11.48
Cytotoxic Drug Lab,Pharmaceutical,33.8,73.5,70.5,0.2676,106.5,45.3,11.55
Cytotoxic Drug Lab,Pharmaceutical,36.0,73.1,74.4,0.2705,99.8,44.9,11.62
Cytotoxic Drug Lab,Pharmaceutical,37.9,75.0,74.2,0.2583,105.0,45.8,11.7
Cytotoxic Drug Lab,Pharmaceutical,39.7,76.2,74.3,0.2799,104.6,46.4,11.77
Cytotoxic Drug Lab,Pharmaceutical,43.3,80.3,73.0,0.2636,107.2,46.3,11.85
Cytotoxic Drug Lab,Pharmaceutical,45.0,81.7,73.9,0.2722,107.2,44.6,11.93
Fermentation Suite,Pharmaceutical,35.2,30.2,70.3,0.0288,71.0,13.2,0.0
Fermentation Suite,Pharmaceutical,34.5,31.0,69.5,0.0299,68.9,7.8,0.08
Fermentation Suite,Pharmaceutical,35.5,32.8,75.1,0.033,71.9,12.8,0.15
Fermentation Suite,Pharmaceutical,37.0,33.9,71.3,0.0251,72.6,9.2,0.22
Fermentation Suite,Pharmaceutical,34.7,30.9,71.2,0.0296,73.0,9.7,0.3
Fermentation Suite,Pharmaceutical,37.1,29.5,69.5,0.0211,75.8,11.7,0.38
Fermentation Suite,Pharmaceutical,37.0,26.8,69.1,0.0441,72.3,11.2,0.45
Fermentation Suite,Pharmaceutical,38.2,34.2,70.6,0.0282,72.8,9.0,0.52
Fermentation Suite,Pharmaceutical,36.6,27.5,72.8,0.0261,73.9,12.2,0.6
Fermentation Suite,Pharmaceutical,38.1,24.9,72.2,0.0352,71.9,14.6,0.68
Fermentation Suite,Pharmaceutical,38.8,28.8,73.9,0.0262,70.3,10.9,0.75
Fermentation Suite,Pharmaceutical,42.3,27.5,73.8,0.0411,72.0,11.5,0.83
Fermentation Suite,Pharmaceutical,40.0,32.5,72.1,0.0356,76.3,11.5,0.9
Fermentation Suite,Pharmaceutical,39.3,26.5,70.2,0.0297,73.9,14.1,0.98
Fermentation Suite,Pharmaceutical,40.7,24.5,72.0,0.0358,78.3,8.6,1.05
Fermentation Suite,Pharmaceutical,40.4,25.0,71.7,0.03,76.8,6.0,1.12
Fermentation Suite,Pharmaceutical,41.1,27.9,72.7,0.022,72.9,8.9,1.2
Fermentation Suite,Pharmaceutical,41.9,24.5,74.7,0.0357,70.5,13.5,1.27
Fermentation Suite,Pharmaceutical,41.8,26.9,73.2,0.0259,73.6,13.9,1.35
Fermentation Suite,Pharmaceutical,41.0,25.6,73.1,0.0322,74.5,8.9,1.42
Fermentation Suite,Pharmaceutical,40.4,25.4,72.8,0.0311,73.4,12.8,1.5
Fermentation Suite,Pharmaceutical,42.3,24.9,75.4,0.0413,74.0,8.9,1.58
Fermentation Suite,Pharmaceutical,43.2,21.0,76.3,0.0266,73.1,9.9,1.65
Fermentation Suite,Pharmaceutical,42.9,20.6,74.1,0.0314,76.5,6.3,1.72
Fermentation Suite,Pharmaceutical,43.9,16.3,75.5,0.0288,70.8,10.3,1.8
Fermentation Suite,Pharmaceutical,42.3,18.9,72.2,0.0277,74.3,5.6,1.88
Fermentation Suite,Pharmaceutical,43.6,19.6,73.8,0.0322,71.9,6.9,1.95
Fermentation Suite,Pharmaceutical,45.5,19.4,73.4,0.0347,71.7,10.0,2.03
Fermentation Suite,Pharmaceutical,44.5,21.6,74.6,0.0259,74.4,8.3,2.1
Fermentation Suite,Pharmaceutical,45.0,16.4,75.5,0.0409,72.0,11.3,2.17
Fermentation Suite,Pharmaceutical,44.8,12.2,78.0,0.037,77.5,8.0,2.25
Fermentation Suite,Pharmaceutical,46.7,13.8,73.5,0.0244,72.7,6.9,2.33
Fermentation Suite,Pharmaceutical,44.9,14.5,74.8,0.0332,74.1,6.7,2.4
Fermentation Suite,Pharmaceutical,44.6,9.8,78.4,0.0314,72.1,5.4,2.47
Fermentation Suite,Pharmaceutical,44.8,8.9,75.3,0.0303,73.9,6.8,2.55
Fermentation Suite,Pharmaceutical,42.7,8.5,76.2,0.039,70.9,6.4,2.62
Fermentation Suite,Pharmaceutical,46.6,13.2,75.7,0.0317,76.4,6.3,2.7
Fermentation Suite,Pharmaceutical,44.0,9.4,75.1,0.0426,74.7,7.4,2.78
Fermentation Suite,Pharmaceutical,46.6,9.6,75.8,0.0396,75.2,8.0,2.85
Fermentation Suite,Pharmaceutical,44.8,5.6,75.6,0.0331,70.5,6.3,2.92
Fermentation Suite,Pharmaceutical,45.9,7.9,76.6,0.0429,76.4,5.0,3.0
Fermentation Suite,Pharmaceutical,46.4,7.4,76.3,0.0394,71.9,5.8,3.07
Fermentation Suite,Pharmaceutical,47.1,8.2,72.6,0.0274,75.6,5.4,3.15
Fermentation Suite,Pharmaceutical,45.1,7.2,76.9,0.0308,72.5,5.2,3.22
Fermentation Suite,Pharmaceutical,44.4,6.0,73.0,0.0251,72.2,9.6,3.3
Fermentation Suite,Pharmaceutical,46.7,7.1,72.7,0.0281,73.9,6.1,3.38
Fermentation Suite,Pharmaceutical,46.6,7.0,76.8,0.035,72.8,8.2,3.45
Fermentation Suite,Pharmaceutical,46.1,8.9,73.8,0.0328,71.5,5.0,3.53
Fermentation Suite,Pharmaceutical,44.5,9.2,74.5,0.0399,73.9,6.7,3.6
Fermentation Suite,Pharmaceutical,44.0,14.1,78.5,0.0364,76.0,11.0,3.68
Fermentation Suite,Pharmaceutical,43.3,11.4,72.8,0.0216,70.2,6.8,3.75
Fermentation Suite,Pharmaceutical,42.1,8.8,73.6,0.0347,75.7,8.4,3.82
Fermentation Suite,Pharmaceutical,44.4,9.5,72.7,0.0292,71.1,5.5,3.9
Fermentation Suite,Pharmaceutical,44.8,10.4,75.4,0.0372,74.0,5.8,3.97
Fermentation Suite,Pharmaceutical,41.1,9.5,78.0,0.0338,73.9,8.0,4.05
Fermentation Suite,Pharmaceutical,41.0,17.9,77.2,0.0326,76.0,9.6,4.12
Fermentation Suite,Pharmaceutical,41.1,8.4,75.1,0.0344,71.7,9.7,4.2
Fermentation Suite,Pharmaceutical,42.8,12.3,73.8,0.0362,72.9,6.0,4.28
Fermentation Suite,Pharmaceutical,41.3,14.3,73.8,0.0253,69.5,9.4,4.35
Fermentation Suite,Pharmaceutical,41.4,14.6,74.2,0.0322,71.8,6.8,4.43
Fermentation Suite,Pharmaceutical,41.8,13.1,77.2,0.0279,75.3,9.7,4.5
Fermentation Suite,Pharmaceutical,43.0,15.8,70.9,0.032,71.9,5.1,4.57
Fermentation Suite,Pharmaceutical,42.9,22.4,75.5,0.0354,68.7,8.7,4.65
Fermentation Suite,Pharmaceutical,42.2,18.6,73.4,0.0331,72.3,9.7,4.72
Fermentation Suite,Pharmaceutical,38.8,23.2,73.8,0.029,75.1,9.6,4.8
Fermentation Suite,Pharmaceutical,38.9,24.4,72.4,0.0295,76.0,8.9,4.88
Fermentation Suite,Pharmaceutical,41.1,22.5,73.4,0.0386,71.8,13.4,4.95
Fermentation Suite,Pharmaceutical,40.2,19.8,74.7,0.0224,73.0,8.1,5.03
Fermentation Suite,Pharmaceutical,40.0,26.1,72.5,0.0305,71.9,10.5,5.1
Fermentation Suite,Pharmaceutical,39.2,23.9,70.4,0.0236,72.8,9.9,5.18
Fermentation Suite,Pharmaceutical,34.7,26.5,73.0,0.0287,74.8,11.9,5.25
Fermentation Suite,Pharmaceutical,39.5,28.1,70.2,0.029,74.9,13.3,5.32
Fermentation Suite,Pharmaceutical,40.2,31.9,70.2,0.0274,75.0,11.9,5.4
Fermentation Suite,Pharmaceutical,37.2,24.9,71.9,0.0288,75.8,9.3,5.47
Fermentation Suite,Pharmaceutical,37.5,32.5,72.5,0.0328,73.2,12.3,5.55
Fermentation Suite,Pharmaceutical,38.7,28.9,67.8,0.0332,76.0,11.8,5.62
Fermentation Suite,Pharmaceutical,36.6,25.6,70.2,0.0276,72.4,13.6,5.7
Fermentation Suite,Pharmaceutical,35.0,25.1,71.5,0.0295,71.4,11.7,5.78
Fermentation Suite,Pharmaceutical,36.3,29.1,68.7,0.0287,73.4,13.7,5.85
Fermentation Suite,Pharmaceutical,36.4,29.5,68.4,0.0331,72.9,14.5,5.93
Fermentation Suite,Pharmaceutical,34.8,29.5,72.0,0.0349,72.6,13.2,6.0
Fermentation Suite,Pharmaceutical,33.9,30.7,68.0,0.0312,71.9,12.6,6.07
Fermentation Suite,Pharmaceutical,33.7,34.3,69.0,0.0265,75.1,14.7,6.15
Fermentation Suite,Pharmaceutical,33.1,35.5,69.3,0.0324,71.8,14.2,6.23
Fermentation Suite,Pharmaceutical,31.6,35.9,70.0,0.0317,74.9,10.6,6.3
Fermentation Suite,Pharmaceutical,31.7,30.0,69.8,0.026,73.5,15.4,6.38
Fermentation Suite,Pharmaceutical,34.2,28.9,68.9,0.03,73.4,13.8,6.45
Fermentation Suite,Pharmaceutical,33.0,30.8,68.9,0.0296,71.0,13.6,6.52
Fermentation Suite,Pharmaceutical,29.7,31.7,68.8,0.0355,74.9,9.8,6.6
Fermentation Suite,Pharmaceutical,31.4,29.3,68.4,0.0321,76.0,11.4,6.68
Fermentation Suite,Pharmaceutical,29.8,28.1,69.5,0.0263,74.1,13.6,6.75
Fermentation Suite,Pharmaceutical,30.5,34.3,67.2,0.0279,73.5,13.1,6.82
Fermentation Suite,Pharmaceutical,29.7,33.8,68.5,0.0233,71.2,10.6,6.9
Fermentation Suite,Pharmaceutical,28.8,34.6,68.8,0.0301,75.7,13.9,6.98
Fermentation Suite,Pharmaceutical,28.1,28.7,67.2,0.0227,72.3,15.2,7.05
Fermentation Suite,Pharmaceutical,28.1,29.4,64.7,0.0274,73.6,12.2,7.12
Fermentation Suite,Pharmaceutical,28.2,28.6,66.5,0.0287,72.7,12.4,7.2
Fermentation Suite,Pharmaceutical,29.1,23.7,65.7,0.0273,72.0,13.3,7.27
Fermentation Suite,Pharmaceutical,29.6,28.9,66.3,0.0157,72.7,11.8,7.35
Fermentation Suite,Pharmaceutical,27.2,27.6,67.2,0.0248,70.6,13.9,7.43
Fermentation Suite,Pharmaceutical,30.0,30.5,67.6,0.0234,73.1,11.7,7.5
Fermentation Suite,Pharmaceutical,27.5,26.8,69.7,0.0291,69.5,12.7,7.57
Fermentation Suite,Pharmaceutical,26.4,19.8,67.8,0.0261,73.7,11.8,7.65
Fermentation Suite,Pharmaceutical,24.3,16.3,66.7,0.0184,73.9,9.8,7.73
Fermentation Suite,Pharmaceutical,24.9,16.3,66.6,0.0272,72.1,10.5,7.8
Fermentation Suite,Pharmaceutical,27.6,21.1,68.4,0.0279,70.2,10.5,7.88
Fermentation Suite,Pharmaceutical,24.4,19.7,65.7,0.0243,73.6,10.3,7.95
Fermentation Suite,Pharmaceutical,25.7,18.2,66.2,0.0372,70.9,10.7,8.02
Fermentation Suite,Pharmaceutical,23.0,13.7,68.2,0.033,73.6,8.3,8.1
Fermentation Suite,Pharmaceutical,23.6,14.7,66.4,0.032,74.1,15.6,8.18
Fermentation Suite,Pharmaceutical,24.9,13.8,64.9,0.0324,71.9,8.4,8.25
Fermentation Suite,Pharmaceutical,24.7,13.9,66.8,0.0247,76.0,10.7,8.32
Fermentation Suite,Pharmaceutical,24.8,13.0,64.2,0.016,73.2,11.7,8.4
Fermentation Suite,Pharmaceutical,25.5,11.8,66.0,0.0237,73.2,7.5,8.48
Fermentation Suite,Pharmaceutical,25.3,7.8,64.7,0.0335,71.8,9.6,8.55
Fermentation Suite,Pharmaceutical,25.4,8.1,66.9,0.0297,74.9,9.1,8.62
Fermentation Suite,Pharmaceutical,23.9,11.6,67.0,0.0254,72.4,10.7,8.7
Fermentation Suite,Pharmaceutical,24.7,13.5,61.9,0.0266,69.8,11.8,8.77
Fermentation Suite,Pharmaceutical,23.8,11.2,66.7,0.0219,69.5,7.0,8.85
Fermentation Suite,Pharmaceutical,23.7,10.4,68.0,0.021,75.7,12.3,8.93
Fermentation Suite,Pharmaceutical,23.1,4.8,64.6,0.0318,73.5,5.0,9.0
Fermentation Suite,Pharmaceutical,23.9,7.4,64.4,0.038,71.1,16.4,9.07
Fermentation Suite,Pharmaceutical,24.4,9.4,63.9,0.0216,71.8,9.3,9.15
Fermentation Suite,Pharmaceutical,26.4,9.9,65.3,0.0327,72.0,9.1,9.23
Fermentation Suite,Pharmaceutical,24.7,6.6,64.0,0.0308,73.9,6.6,9.3
Fermentation Suite,Pharmaceutical,25.2,7.4,62.8,0.0294,75.6,8.8,9.38
Fermentation Suite,Pharmaceutical,27.7,6.0,64.8,0.0188,71.4,9.7,9.45
Fermentation Suite,Pharmaceutical,25.4,12.1,61.9,0.024,72.6,9.1,9.52
Fermentation Suite,Pharmaceutical,26.2,6.2,64.5,0.0243,70.8,12.4,9.6
Fermentation Suite,Pharmaceutical,26.4,10.4,67.4,0.024,73.6,7.9,9.68
Fermentation Suite,Pharmaceutical,25.4,13.9,67.2,0.0354,75.0,7.0,9.75
Fermentation Suite,Pharmaceutical,25.9,9.4,66.7,0.0226,73.8,9.1,9.82
Fermentation Suite,Pharmaceutical,24.5,9.1,65.8,0.0207,70.1,11.7,9.9
Fermentation Suite,Pharmaceutical,28.2,11.7,65.9,0.0282,72.0,11.3,9.98
Fermentation Suite,Pharmaceutical,27.8,8.7,65.6,0.0354,74.6,10.7,10.05
Fermentation Suite,Pharmaceutical,25.3,10.5,67.2,0.0372,73.6,14.6,10.12
Fermentation Suite,Pharmaceutical,28.5,16.2,65.6,0.026,71.9,10.6,10.2
Fermentation Suite,Pharmaceutical,27.8,12.4,66.5,0.0211,75.3,11.9,10.27
Fermentation Suite,Pharmaceutical,26.7,15.7,67.7,0.0285,70.1,11.7,10.35
Fermentation Suite,Pharmaceutical,29.1,16.4,66.0,0.0325,72.6,8.3,10.43
Fermentation Suite,Pharmaceutical,28.3,12.3,67.0,0.028,75.9,12.4,10.5
Fermentation Suite,Pharmaceutical,26.1,16.8,67.0,0.0253,75.8,7.1,10.57
Fermentation Suite,Pharmaceutical,29.8,18.6,68.7,0.0315,73.2,12.7,10.65
Fermentation Suite,Pharmaceutical,28.0,17.9,66.1,0.0343,71.3,11.2,10.73
Fermentation Suite,Pharmaceutical,29.9,19.5,68.7,0.034,73.9,11.9,10.8
Fermentation Suite,Pharmaceutical,25.8,19.2,67.5,0.0256,74.5,13.0,10.88
Fermentation Suite,Pharmaceutical,29.6,20.9,68.1,0.0273,72.3,13.5,10.95
Fermentation Suite,Pharmaceutical,30.0,20.8,69.4,0.0367,77.0,12.6,11.02
Fermentation Suite,Pharmaceutical,33.3,20.7,66.1,0.0279,75.8,10.5,11.1
Fermentation Suite,Pharmaceutical,31.9,24.4,68.5,0.0268,73.5,12.0,11.18
Fermentation Suite,Pharmaceutical,30.2,24.3,64.3,0.0257,72.1,10.1,11.25
Fermentation Suite,Pharmaceutical,32.2,30.6,66.7,0.0217,71.2,14.1,11.32
Fermentation Suite,Pharmaceutical,33.1,26.5,66.6,0.0247,75.1,13.6,11.4
Fermentation Suite,Pharmaceutical,30.1,25.7,67.7,0.0315,75.1,20.6,11.48
Fermentation Suite,Pharmaceutical,34.8,30.0,70.0,0.0292,71.9,15.9,11.55
Fermentation Suite,Pharmaceutical,34.4,31.1,69.9,0.0275,72.8,16.7,11.62
Fermentation Suite,Pharmaceutical,32.2,25.5,71.4,0.039,72.7,13.9,11.7
Fermentation Suite,Pharmaceutical,35.5,28.0,67.5,0.0283,69.0,11.8,11.77
Fermentation Suite,Pharmaceutical,34.3,30.4,74.1,0.029,74.5,12.8,11.85
Fermentation Suite,Pharmaceutical,36.1,29.0,71.7,0.0338,72.0,15.4,11.93
Solvent Storage,Pharmaceutical,38.5,208.7,69.7,0.0458,81.4,10.6,0.0
Solvent Storage,Pharmaceutical,36.1,211.1,73.0,0.0443,80.1,11.2,0.08
Solvent Storage,Pharmaceutical,36.0,211.2,71.7,0.0432,82.7,11.9,0.15
Solvent Storage,Pharmaceutical,39.2,216.2,70.3,0.0522,84.6,9.7,0.22
Solvent Storage,Pharmaceutical,40.7,216.6,73.4,0.0573,83.0,9.5,0.3
